session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Country of Birth,Current Country of Residence,Employment Status,First Language,Fluent languages,Nationality,Sex,Student Status
62c53a2d394159e382b487c9,5f806f22e8159d0913945e35,AWAITING REVIEW,2022-07-06 07:30:57.952000,2022-07-06 08:00:24.496000,1766.544,27,142,0,100,,NOCODE,Hungary,Hungary,Unemployed (and job seeking),Hungarian,"Hungarian, English",Hungary,Male,DATA EXPIRED
62c53a2e15d6bf4157b6b512,5ec24766fd704d00089a80af,RETURNED,2022-07-06 07:30:54.631000,,66718.176659,25,194,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62c53a2f0c1b8c32e769a54a,6175733727b1e3ce2d72dbe4,RETURNED,2022-07-06 07:41:00.056000,,66112.762418,23,97,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62c53a2f808438d282f10f07,5f52b69cd864aa5b51e1fc63,AWAITING REVIEW,2022-07-06 07:31:08.661000,2022-07-06 08:05:41.986000,2073.325,21,188,6,96,,8F964E17,Mexico,Mexico,Unemployed (and job seeking),Spanish,"Spanish, English",Mexico,Female,Yes
62c53a3858c7705bdcbb4b37,60dc2b51b0c4eaa32e391d87,AWAITING REVIEW,2022-07-06 07:31:06.968000,2022-07-06 07:59:43.279000,1716.311,27,57,0,100,,8F964E17,Italy,Italy,Full-Time,Italian,"Italian, English",Italy,Male,No
62c53a3926bf6ce20ec814a1,611d03b822d4c8e041ea0c32,AWAITING REVIEW,2022-07-06 07:31:10.001000,2022-07-06 08:08:43.177000,2253.176,26,82,2,99,,8F964E17,South Africa,South Africa,Full-Time,DATA EXPIRED,English,South Africa,Female,No
62c53a39c914d34f9b3fff62,59b0565d2a78fd00010b8259,AWAITING REVIEW,2022-07-06 07:31:05.971000,2022-07-06 07:55:15.220000,1449.249,36,634,0,100,,8F964E17,Netherlands,Netherlands,Full-Time,Dutch,"English, Dutch",Netherlands,Male,No
62c53a3ac5861622af3fff62,614f4979a0ce9f62c4baf7e3,RETURNED,2022-07-06 07:31:10.222000,,66702.652331,38,87,2,99,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
62c53a3be964c2dd719fa9a0,5ed772653b309d023ca48655,AWAITING REVIEW,2022-07-06 07:31:13.816000,2022-07-06 07:56:38.246000,1524.43,23,222,0,100,,8F964E17,South Africa,South Africa,Part-Time,DATA EXPIRED,"Afrikaans, English",South Africa,Male,Yes
62c53a3dcbc302299560b855,6084b716b457b6296f61778e,AWAITING REVIEW,2022-07-06 07:31:09.527000,2022-07-06 07:54:59.512000,1429.985,25,111,1,100,,8F964E17,Portugal,Portugal,Full-Time,Portuguese,"English, Portuguese",Portugal,Male,No
62c53a3defe3f624ee48cff2,5f946b72d654c628ea868716,AWAITING REVIEW,2022-07-06 07:31:28.356000,2022-07-06 07:58:18.891000,1610.535,22,285,0,100,,8F964E17,United Kingdom,Poland,"Not in paid work (e.g. homemaker', 'retired or disabled)",Polish,"Polish, English",United Kingdom,Male,Yes
62c53a3f6fbbb58e9db4e16e,5ee0a607b1d0693f75003f64,AWAITING REVIEW,2022-07-06 07:31:11.832000,2022-07-06 07:56:01.484000,1489.652,37,234,0,100,,8F964E17,Turkey,Estonia,DATA EXPIRED,Turkish,"English, Turkish",Turkey,Male,No
62c53a423d012ff394c79240,6160f5524121cc64e5734edc,AWAITING REVIEW,2022-07-06 07:31:20.698000,2022-07-06 08:10:51.536000,2370.838,20,116,2,99,,8F964E17,South Africa,South Africa,Part-Time,DATA EXPIRED,English,South Africa,Male,Yes
62c53a429c287cc7faf3dbd5,5dac180a79d2ea00160034a3,AWAITING REVIEW,2022-07-06 07:31:14.966000,2022-07-06 08:38:56.049000,4061.083,54,311,9,96,,8F964E17,Italy,Italy,Full-Time,Italian,"English, Italian",Italy,Female,No
62c53a473e356314065d965e,616d92997e1ab130c966fe45,REJECTED,2022-07-06 07:31:41.876000,2022-07-06 07:34:42.233000,180.357,21,94,4,95,2022-07-06 07:42:06.055000,7CC9556A,South Africa,South Africa,DATA EXPIRED,DATA EXPIRED,English,South Africa,Female,Yes
62c53a48ac5d8d31fb792f65,61544ec77d9db5f95283802e,AWAITING REVIEW,2022-07-06 07:36:38.733000,2022-07-06 08:07:59.277000,1880.544,27,156,0,100,,8F964E17,Hungary,Hungary,Full-Time,Hungarian,"English, German, Hungarian",Hungary,Male,Yes
62c53a492eda98afddd01cb7,608097c56d749da02771a81a,AWAITING REVIEW,2022-07-06 07:31:21.238000,2022-07-06 07:53:15.093000,1313.855,19,91,0,100,,8F964E17,Italy,Italy,Unemployed (and job seeking),Italian,"Italian, English",Italy,Female,Yes
62c53a495eca7ef05354f5ed,616ade6a0707ccefd099ac5d,AWAITING REVIEW,2022-07-06 07:31:21.846000,2022-07-06 08:16:58.036000,2736.19,32,70,2,98,,8F964E17,South Africa,South Africa,Full-Time,DATA EXPIRED,"Afrikaans, English",South Africa,Female,Yes
62c53a4980569701d2f2d381,612c95f4a142b9dc63cc45a0,AWAITING REVIEW,2022-07-06 07:31:37.074000,2022-07-06 07:57:50.006000,1572.932,21,57,0,100,,8F964E17,South Africa,South Africa,Full-Time,DATA EXPIRED,English,South Africa,Female,Yes
62c53a4a07160c13dfb487d6,60bf58fdf814d2c749a35458,AWAITING REVIEW,2022-07-06 07:31:42.046000,2022-07-06 08:07:52.725000,2170.679,33,153,1,100,,8F964E17,Zimbabwe,South Africa,Full-Time,English,English,South Africa,Male,No
